0,12,24,4812,15258,849,845,57.6,12,0,15,1760978812
0.02,12,24,4513,14453,834,830,56.6,12,1,15,1760978812
0.006,13,26,4674,14938,819,815,55.6,12,2,15,1760978812
0.007,13,26,4539,14735,804,800,54.6,12,3,15,1760978812
0.009,13,26,4142,13734,789,785,53.6,12,4,15,1760978812
0.004,13,26,4030,13374,774,770,52.6,12,5,15,1760978812
0,13,26,3719,12609,759,755,51.6,12,6,15,1760978812
0.004,13,26,3491,12085,744,740,50.6,12,7,15,1760978812
0.004,13,26,3491,12020,729,725,49.6,12,8,15,1760978812
0.004,13,26,3314,11487,714,710,48.6,12,9,15,1760978812
0.002,13,26,3303,11421,699,695,47.6,12,10,15,1760978812
0.009,13,26,3211,11130,684,680,46.6,12,11,15,1760978812
0.007,13,26,3121,10832,669,665,45.6,12,12,15,1760978812
0.004,12,24,2896,9991,654,650,44.6,11,13,15,1760978812
0.004,12,24,2807,9726,639,635,43.6,11,14,15,1760978812
0.004,12,24,2686,9385,624,620,42.6,11,15,15,1760978812
0.002,12,24,2510,8829,609,605,41.6,11,16,15,1760978812
0.006,12,24,2377,8410,594,590,40.6,11,17,15,1760978812
0.003,12,24,2278,8002,579,575,39.6,11,18,15,1760978812
0.003,12,24,2331,8190,564,560,38.6,13,19,15,1760978812
0.002,12,24,2212,7814,549,545,37.6,13,20,15,1760978812
0.004,13,26,2462,8585,555,551,38,15,21,15,1760978812
0.005,13,26,2317,8153,540,536,37,15,22,15,1760978812
0,12,24,2139,7580,525,521,36,14,23,15,1760978812
0.002,10,20,1923,6889,538,534,36.8667,11,24,15,1760978812
0.005,9,18,1702,5976,546,541,37.4,8,25,15,1760978812
0,8,16,1430,5165,533,528,36.5333,8,26,15,1760978812
0.007,9,18,1697,6226,545,542,37.3333,9,27,15,1760978812
0.001,9,18,1533,5685,530,527,36.3333,9,28,15,1760978812
0.004,9,18,1476,5509,515,512,35.3333,9,29,15,1760978812
0.002,9,18,1471,5535,500,497,34.3333,9,30,15,1760978812
0.002,8,16,1685,5682,522,515,35.8,8,31,15,1760978812
0.004,8,16,1729,5980,537,530,36.8,8,32,15,1760978812
0.002,8,16,1615,5593,522,515,35.8,8,33,15,1760978812
0.005,8,16,1549,5433,522,515,35.8,8,34,15,1760978812
0.005,8,16,1480,5234,507,500,34.8,8,35,15,1760978812
0.003,8,17,1842,5871,533,526,36.5333,9,36,15,1760978812
0.003,8,17,1963,6240,556,549,38.0667,9,37,15,1760978812
0.001,8,17,1903,6088,555,548,38,9,38,15,1760978812
0.002,7,15,1780,5643,540,534,37,8,39,15,1760978812
0.003,7,15,1720,5476,525,519,36,8,40,15,1760978812
0.002,7,15,1658,5292,510,504,35,8,41,15,1760978812
0.002,7,15,1603,5120,495,489,34,8,42,15,1760978812
0.002,6,13,1512,4821,503,497,34.5333,7,43,15,1760978812
0.002,6,13,1441,4645,488,482,33.5333,7,44,15,1760978812
0.002,6,13,1349,4434,473,467,32.5333,7,45,15,1760978812
0.003,6,13,1302,4285,458,452,31.5333,7,46,15,1760978812
0.001,6,13,1415,4817,505,499,34.6667,8,47,15,1760978812
0.002,5,11,1323,4583,530,524,36.3333,7,48,15,1760978812
0,5,11,1277,4439,515,509,35.3333,7,49,15,1760978812
0.002,4,9,1164,4014,500,494,34.3333,6,50,15,1760978812
0.002,4,9,1161,4158,530,524,36.3333,6,51,15,1760978812
0,3,7,1056,3782,517,511,35.4667,5,52,15,1760978812
0.001,3,7,1025,3735,520,514,35.6667,5,53,15,1760978812
0.003,3,7,1065,3987,549,543,37.6,5,54,15,1760978812
0.004,3,7,1019,3868,534,528,36.6,5,55,15,1760978812
0.003,3,7,999,3862,547,541,37.4667,5,56,15,1760978812
0.002,3,7,949,3737,532,526,36.4667,5,57,15,1760978812
0.004,5,10,1247,4605,537,533,36.8,6,58,15,1760978812
0.002,4,8,1098,4117,529,525,36.2667,5,59,15,1760978812
0.003,4,8,1050,3966,514,510,35.2667,5,60,15,1760978812
0.002,5,10,1544,5059,532,530,36.4667,5,61,15,1760978812
0.005,5,10,1505,4934,517,515,35.4667,5,62,15,1760978812
0.003,5,10,1462,4794,502,500,34.4667,5,63,15,1760978812
0.004,8,16,2910,8320,612,604,41.8,8,64,15,1760978812
0.006,7,14,2741,7715,597,589,40.8,7,65,15,1760978812
0.004,7,14,3143,8312,601,591,41.0667,7,66,15,1760978812
0.007,10,20,4352,10993,616,603,42.0667,9,67,15,1760978812
0.007,10,20,4269,10880,629,616,42.9333,9,68,15,1760978812
0.007,10,20,4084,10662,621,608,42.4,9,69,15,1760978812
0.007,10,20,3825,10141,606,593,41.4,9,70,15,1760978812
0.005,10,20,3540,9451,591,578,40.4,9,71,15,1760978812
0.004,11,23,4410,11775,612,596,41.8,10,72,15,1760978812
0.01,11,23,4123,11132,597,581,40.8,10,73,15,1760978812
0.005,11,23,3994,10822,582,566,39.8,10,74,15,1760978812
0.008,11,23,4025,10864,567,551,38.8,10,75,15,1760978812
0.007,12,24,4339,11199,582,564,39.8,11,76,15,1760978812
