0.007,9,18,3850,11452,685,679,46.6667,11,0,15,1760979897
0.001,9,18,3650,10949,670,664,45.6667,11,1,15,1760979897
0.001,9,18,3316,10290,655,649,44.6667,11,2,15,1760979897
0,8,16,2934,9174,640,634,43.6667,10,3,15,1760979897
0,8,16,2760,8749,625,619,42.6667,10,4,15,1760979897
0.015,8,16,2629,8353,610,604,41.6667,10,5,15,1760979897
0.004,8,16,2531,8040,595,589,40.6667,10,6,15,1760979897
0.004,7,14,2356,7352,580,574,39.6667,9,7,15,1760979897
0,6,12,2212,6786,565,559,38.6667,8,8,15,1760979897
0.003,6,12,2134,6561,550,544,37.6667,8,9,15,1760979897
0.003,6,12,2077,6405,557,551,38.1333,8,10,15,1760979897
0.001,6,12,2031,6271,572,566,39.1333,8,11,15,1760979897
0.005,6,12,1969,6080,557,551,38.1333,8,12,15,1760979897
0.003,6,12,1841,5738,542,536,37.1333,8,13,15,1760979897
0.007,6,12,1721,5449,527,521,36.1333,8,14,15,1760979897
0.001,6,12,1562,5089,512,506,35.1333,8,15,15,1760979897
0.006,6,12,1487,4857,497,491,34.1333,8,16,15,1760979897
0.003,6,12,1439,4705,482,476,33.1333,8,17,15,1760979897
0.001,6,12,1425,4703,487,481,33.4667,8,18,15,1760979897
0.003,6,12,1364,4532,472,466,32.4667,8,19,15,1760979897
0.003,6,12,1307,4366,457,451,31.4667,8,20,15,1760979897
0.001,6,12,1249,4200,442,436,30.4667,8,21,15,1760979897
0,6,12,1203,4168,446,440,30.7333,8,22,15,1760979897
0.002,6,12,1092,3925,431,425,29.7333,8,23,15,1760979897
0.002,6,12,1043,3778,416,410,28.7333,8,24,15,1760979897
0,6,12,992,3623,401,395,27.7333,8,25,15,1760979897
0.002,5,10,933,3294,388,380,26.8667,6,26,15,1760979897
0,6,12,1026,3712,412,404,28.4667,7,27,15,1760979897
0.002,6,12,959,3521,397,389,27.4667,7,28,15,1760979897
0,9,18,2059,5728,423,412,29.2,8,29,15,1760979897
0.001,5,10,950,3381,411,407,28.4,6,30,15,1760979897
0.001,5,10,911,3257,396,392,27.4,6,31,15,1760979897
0.004,6,12,1062,3798,412,408,28.4667,7,32,15,1760979897
0.001,6,12,1071,3885,446,442,30.7333,7,33,15,1760979897
0.003,6,12,1017,3730,431,427,29.7333,7,34,15,1760979897
0,5,10,923,3391,424,420,29.2667,5,35,15,1760979897
0.004,5,10,896,3506,461,458,31.7333,5,36,15,1760979897
0.001,4,8,855,3212,448,443,30.8667,4,37,15,1760979897
0.003,5,10,942,3634,452,448,31.1333,5,38,15,1760979897
0.001,5,10,915,3529,437,433,30.1333,5,39,15,1760979897
0.001,5,10,915,3564,441,437,30.4,5,40,15,1760979897
0.002,7,14,1196,4387,446,440,30.7333,6,41,15,1760979897
0.002,7,14,1170,4290,439,433,30.2667,6,42,15,1760979897
0.005,8,16,1395,5232,482,476,33.1333,7,43,15,1760979897
0.003,7,15,1652,5700,502,495,34.4667,7,44,15,1760979897
0.004,7,15,1550,5455,487,480,33.4667,7,45,15,1760979897
0.003,7,15,1488,5353,478,471,32.8667,7,46,15,1760979897
0.003,7,15,1480,5383,485,478,33.3333,7,47,15,1760979897
0.001,6,13,1110,4401,478,473,32.8667,7,48,15,1760979897
0,9,18,1510,5672,526,517,36.0667,10,49,15,1760979897
0.002,9,18,1449,5562,532,523,36.4667,10,50,15,1760979897
0.002,9,18,1468,5570,549,540,37.6,9,51,15,1760979897
0.003,9,18,1457,5567,544,535,37.2667,9,52,15,1760979897
0.004,8,16,1338,5087,529,520,36.2667,8,53,15,1760979897
0.001,13,26,2216,7693,532,521,36.4667,10,54,15,1760979897
0.006,12,25,2241,7811,570,557,39,10,55,15,1760979897
0,12,25,2152,7596,567,552,38.8,11,56,15,1760979897
0,11,23,2169,7415,566,551,38.7333,11,57,15,1760979897
0.007,10,21,1875,6688,551,536,37.7333,11,58,15,1760979897
0.001,9,18,1465,5569,548,535,37.5333,10,59,15,1760979897
0.002,8,16,1330,5059,533,521,36.5333,8,60,15,1760979897
0.004,8,16,1298,4955,518,506,35.5333,8,61,15,1760979897
0.003,6,12,1092,4138,503,494,34.5333,7,62,15,1760979897
0.002,5,10,967,3703,488,480,33.5333,6,63,15,1760979897
0.003,5,10,1033,3992,505,499,34.6667,5,64,15,1760979897
0,5,10,993,3854,490,484,33.6667,5,65,15,1760979897
0,5,10,959,3734,475,469,32.6667,5,66,15,1760979897
0,8,16,2138,6467,502,490,34.4667,9,67,15,1760979897
0.007,8,16,1912,5972,487,475,33.4667,9,68,15,1760979897
0.005,12,25,3157,9572,553,537,37.8667,10,69,15,1760979897
0.005,11,22,3180,9363,568,552,38.8667,13,70,15,1760979897
0.004,11,22,3014,9006,553,537,37.8667,13,71,15,1760979897
