0.065,6,12,2653,9418,1250,1240,63.5,6,0,20,1761770091
0.047,6,12,3072,10208,1229,1217,62.45,6,1,20,1761770091
0.063,6,12,3725,10959,1192,1183,60.6,6,2,20,1761770091
0.095,9,18,4441,13394,1179,1169,59.95,10,3,20,1761770091
0.08,9,18,3572,11453,1155,1143,58.75,11,4,20,1761770091
0.093,11,22,4446,14177,1141,1129,58.05,14,5,20,1761770091
0.091,10,20,4640,13729,1098,1083,55.9,13,6,20,1761770091
0.079,12,24,3717,12590,1099,1083,55.95,20,7,20,1761770091
0.091,15,30,4573,14669,1082,1063,55.1,20,8,20,1761770091
0.112,17,34,6348,18638,1067,1044,54.35,19,9,20,1761770091
0.111,16,32,5194,15655,1046,1028,53.3,18,10,20,1761770091
0.11,17,34,5452,16022,1033,1014,52.65,22,11,20,1761770091
0.096,16,32,5177,15237,1013,994,51.65,23,12,20,1761770091
0.111,18,36,5604,16278,967,946,49.35,21,13,20,1761770091
0.118,18,36,6300,17474,977,952,49.85,20,14,20,1761770091
0.168,20,40,8320,21480,1019,996,51.95,20,15,20,1761770091
0.159,26,52,8016,23337,1039,1012,52.95,27,16,20,1761770091
0.096,20,40,5030,15858,989,972,50.45,21,17,20,1761770091
0.105,19,38,4836,15358,978,961,49.9,23,18,20,1761770091
0.111,18,36,4745,15537,1003,981,51.15,25,19,20,1761770091
0.095,17,34,4359,14464,997,975,50.85,25,20,20,1761770091
0.095,16,33,4683,15155,1011,987,51.55,27,21,20,1761770091
0.08,14,29,4158,13421,993,971,50.65,26,22,20,1761770091
0.083,13,27,3714,12261,981,960,50.05,23,23,20,1761770091
0.094,19,38,4327,14784,961,942,49.05,22,24,20,1761770091
0.064,14,28,3217,11371,947,933,48.35,23,25,20,1761770091
0.047,12,24,2324,8923,920,909,47,21,26,20,1761770091
0.034,11,22,2095,8191,902,891,46.1,22,27,20,1761770091
0.048,15,30,2552,9907,915,901,46.75,22,28,20,1761770091
0.048,11,22,2168,8387,945,935,48.25,14,29,20,1761770091
0.079,20,40,4270,14160,977,957,49.85,21,30,20,1761770091
