t,stitched_agents,sipp_ok,fallbacks,skipped_clean
1620,10,10,0,0
t,stitched_agents,sipp_ok,fallbacks,skipped_clean
1625,10,10,0,0
t,stitched_agents,sipp_ok,fallbacks,skipped_clean
1630,10,10,0,0
t,stitched_agents,sipp_ok,fallbacks,skipped_clean
1635,10,10,0,0
t,stitched_agents,sipp_ok,fallbacks,skipped_clean
1640,10,10,0,0
t,stitched_agents,sipp_ok,fallbacks,skipped_clean
1645,10,10,0,0
t,stitched_agents,sipp_ok,fallbacks,skipped_clean
1650,10,10,0,0
t,stitched_agents,sipp_ok,fallbacks,skipped_clean
1655,10,10,0,0
t,stitched_agents,sipp_ok,fallbacks,skipped_clean
1660,10,10,0,0
t,stitched_agents,sipp_ok,fallbacks,skipped_clean
1665,10,10,0,0
t,stitched_agents,sipp_ok,fallbacks,skipped_clean
1670,10,10,0,0
t,stitched_agents,sipp_ok,fallbacks,skipped_clean
1675,10,10,0,0
t,stitched_agents,sipp_ok,fallbacks,skipped_clean
1680,10,10,0,0
t,stitched_agents,sipp_ok,fallbacks,skipped_clean
1685,10,10,0,0
t,stitched_agents,sipp_ok,fallbacks,skipped_clean
1690,10,10,0,0
t,stitched_agents,sipp_ok,fallbacks,skipped_clean
1695,10,10,0,0
t,stitched_agents,sipp_ok,fallbacks,skipped_clean
1700,10,10,0,0
t,stitched_agents,sipp_ok,fallbacks,skipped_clean
1705,10,10,0,0
t,stitched_agents,sipp_ok,fallbacks,skipped_clean
1710,10,10,0,0
t,stitched_agents,sipp_ok,fallbacks,skipped_clean
1715,10,10,0,0
t,stitched_agents,sipp_ok,fallbacks,skipped_clean
1720,10,10,0,0
t,stitched_agents,sipp_ok,fallbacks,skipped_clean
1725,10,10,0,0
t,stitched_agents,sipp_ok,fallbacks,skipped_clean
1730,10,10,0,0
t,stitched_agents,sipp_ok,fallbacks,skipped_clean
1735,10,10,0,0
t,stitched_agents,sipp_ok,fallbacks,skipped_clean
1740,10,10,0,0
t,stitched_agents,sipp_ok,fallbacks,skipped_clean
1745,10,10,0,0
t,stitched_agents,sipp_ok,fallbacks,skipped_clean
1750,10,10,0,0
t,stitched_agents,sipp_ok,fallbacks,skipped_clean
1755,10,10,0,0
t,stitched_agents,sipp_ok,fallbacks,skipped_clean
