0.033,0,0,1036,4565,1018,1018,64.625,0,0,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,1,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,2,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,3,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,4,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,5,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,6,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,7,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,8,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,9,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,10,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,11,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,12,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,13,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,14,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,15,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,16,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,17,16,0,1073741823
0.005,0,0,259,540,50,50,51,0,18,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,19,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,20,16,0,1073741823
0,0,0,0,0,-2,-1,-1,1553087664,21,16,0,1073741823
0,0,0,0,0,-2,-1,-1,1553087664,22,16,0,1073741823
0.004,0,0,257,714,146,142,74,0,23,16,0,1073741823
0.009,0,0,192,384,49,49,50,0,24,16,0,1073741823
0,0,0,70,256,68,68,35,0,25,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,26,16,0,1073741823
0,0,0,36,112,35,35,36,0,27,16,0,1073741823
0.007,0,0,79,257,66,66,67,0,28,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,29,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,30,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,31,16,0,1073741823
0,0,0,33,110,32,32,33,0,32,16,0,1073741823
0,0,0,99,320,73,73,74,0,33,16,0,1073741823
0.016,0,0,461,1155,170,162,57.6667,0,34,16,0,1073741823
0,0,0,36,124,35,35,36,0,35,16,0,1073741823
0,0,0,157,382,62,62,63,0,36,16,0,1073741823
0.014,0,0,95,242,54,54,55,0,37,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,38,16,0,1073741823
0.001,0,0,18,70,17,17,18,0,39,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,40,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,41,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,42,16,0,1073741823
0.001,0,0,46,150,46,46,47,0,43,16,0,1073741823
0,0,0,111,301,50,50,51,0,44,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,45,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,46,16,0,1073741823
0.018,0,0,417,1088,144,144,73,0,47,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,48,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,49,16,0,1073741823
0,0,0,261,523,54,54,55,0,50,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,51,16,0,1073741823
0.01,0,0,146,466,113,113,57.5,0,52,16,0,1073741823
0,0,0,39,131,38,38,39,0,53,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,54,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,55,16,0,1073741823
0,0,0,42,137,40,40,41,0,56,16,0,1073741823
0.016,0,0,69,223,57,57,58,0,57,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,58,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,59,16,0,1073741823
0.006,0,0,193,657,139,139,70.5,0,60,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,61,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,62,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,63,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,64,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,65,16,0,1073741823
0,0,0,47,152,46,46,47,0,66,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,67,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,68,16,0,1073741823
0,0,0,0,0,-2,-1,-1,-1,69,16,0,1073741823
0.002,0,0,176,412,71,71,72,0,70,16,0,1073741823
0.002,0,0,105,355,97,97,49.5,0,71,16,0,1073741823
0.002,0,0,73,270,72,72,73,0,72,16,0,1073741823
0.004,0,0,201,472,74,74,75,0,73,16,0,1073741823
0.002,0,0,54,180,36,36,37,0,74,16,0,1073741823
0,0,0,64,205,61,61,62,0,75,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,76,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,77,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,78,16,0,1073741823
0,0,0,40,145,39,39,40,0,79,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,80,16,0,1073741823
0,0,0,153,499,137,137,46.6667,0,81,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,82,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,83,16,0,1073741823
0.011,0,0,44,141,43,43,44,0,84,16,0,1073741823
0.005,0,0,472,899,70,70,71,0,85,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,86,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,87,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,88,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,89,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,90,16,0,1073741823
0,0,0,44,143,43,43,44,0,91,16,0,1073741823
0,0,0,30,106,28,28,29,0,92,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,93,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,94,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,95,16,0,1073741823
0,0,0,77,274,75,75,38.5,0,96,16,0,1073741823
0,0,0,58,184,57,57,58,0,97,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,98,16,0,1073741823
0,0,0,67,227,66,66,67,0,99,16,0,1073741823
0,0,0,201,607,121,121,61.5,0,100,16,0,1073741823
0,0,0,95,309,83,83,42.5,0,101,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,102,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,103,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,104,16,0,1073741823
0.005,0,0,73,239,71,71,72,0,105,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,106,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,107,16,0,1073741823
0,0,0,51,168,50,50,51,0,108,16,0,1073741823
0.01,0,0,144,439,101,101,51.5,0,109,16,0,1073741823
0,0,0,81,268,69,69,70,0,110,16,0,1073741823
0,0,0,22,69,21,21,22,0,111,16,0,1073741823
0,0,0,0,0,-2,-1,-1,13,112,16,0,1073741823
0,0,0,67,228,66,66,67,0,113,16,0,1073741823
0,0,0,61,248,50,50,51,0,114,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,115,16,0,1073741823
0,0,0,0,0,-2,-1,-1,13,116,16,0,1073741823
0,0,0,66,217,64,64,65,0,117,16,0,1073741823
0,0,0,0,0,-2,-1,-1,0,118,16,0,1073741823
0,0,0,108,323,77,77,78,0,119,16,0,1073741823
0,0,0,75,250,74,74,75,0,120,16,0,1073741823
0,0,0,130,461,114,114,58,0,121,16,0,1073741823
0.016,0,0,194,575,118,118,60,0,122,16,0,1073741823
0,0,0,102,363,102,102,52,0,123,16,0,1073741823
0,0,0,86,281,70,70,71,0,124,16,0,1073741823
